what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1476960167693
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1476960167696
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1476960167698
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1476960167698
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1476960167698
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1476960167699
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1476960167703
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1476960167704
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1476960167705
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1476960167706
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1476960167706
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1476960167780
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1476960167782
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1476960167783
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1476960167849
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1476960167850
started,bundle,com.altera.sbtgui.integration,12.1.0.177,"com.altera.sbtgui.integration",1476960167851
started,bundle,com.altera.sbtgui.project,12.1.0.177,"com.altera.sbtgui.project",1476960167852
started,bundle,com.altera.systemconsole,12.1.0.177,"com.altera.systemconsole",1476960167852
os,sysinfo,,,"linux",1476960167857
arch,sysinfo,,,"x86",1476960167857
ws,sysinfo,,,"gtk",1476960167857
locale,sysinfo,,,"en_US",1476960167857
processors,sysinfo,,,"4",1476960167857
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1476960167857
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1476960167857
java.specification.name,sysinfo,,,"Java Platform API Specification",1476960167857
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1476960167857
java.specification.version,sysinfo,,,"1.6",1476960167857
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1476960167857
java.version,sysinfo,,,"1.6.0_23",1476960167857
java.vm.info,sysinfo,,,"mixed mode",1476960167857
java.vm.name,sysinfo,,,"Java HotSpot(TM) Server VM",1476960167857
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1476960167857
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1476960167857
java.vm.specification.version,sysinfo,,,"1.0",1476960167857
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1476960167857
java.vm.version,sysinfo,,,"19.0-b09",1476960167857
started,bundle,com.altera.utilities,12.1.0.177,"com.altera.utilities",1476960168031
started,bundle,com.altera.systemconsole.designs.plugin,12.1.0.177,"com.altera.systemconsole.designs.plugin",1476960168098
started,bundle,com.altera.systemconsole.scripting,12.1.0.177,"com.altera.systemconsole.scripting",1476960168909
started,bundle,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch",1476960169451
opened,view,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.views.ProblemView",1476960169696
